Strategy,Observations,AnnualizedReturn,AnnualizedVolatility,SharpeRatio,MaxDrawdown,FinalWealth
entropy_mvo,6015,0.12675972484383569,0.21092011546828507,0.6009845223268706,-0.4741929122752233,17.264902399343764
naive_sharpe,6015,0.09849285787771866,0.21010844369791062,0.4687715359946674,-0.5884890855978686,9.4143687871508
equal_weight_top10,6015,0.11481629429147278,0.208396760577399,0.550950475301797,-0.5036437574541349,13.387454302344992
sp500_buy_hold,6015,0.1002821797283171,0.19157071116620758,0.5234734428756797,-0.5479887759406279,9.78729866903769
