Date,Top 10 tickers,Top 10 raw tickers,Top 10 count
2008-10-31,"XOM, WMT, GE, MSFT, PG, JNJ, T, JPM, CVX, WFC","XOM, WMT, GE, MSFT, PG, JNJ, T, JPM, CVX, WFC",10
2008-11-30,"XOM, WMT, PG, GE, MSFT, T, JNJ, CVX, JPM, PFE","XOM, WMT, PG, GE, MSFT, T, JNJ, CVX, JPM, PFE",10
2008-12-31,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM","XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM",10
2009-01-31,"XOM, WMT, JNJ, PG, MSFT, T, CVX, GE, IBM, PFE","XOM, WMT, JNJ, PG, MSFT, T, CVX, GE, IBM, PFE",10
2009-02-28,"XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GOOGL, KO","XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GOOGL, KO",10
2009-03-31,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE",10
2009-04-30,"XOM, WMT, MSFT, T, JNJ, PG, IBM, GE, CVX, GOOGL","XOM, WMT, MSFT, T, JNJ, PG, IBM, GE, CVX, GOOGL",10
2009-05-31,"XOM, WMT, MSFT, JNJ, PG, T, GE, IBM, JPM, CVX","XOM, WMT, MSFT, JNJ, PG, T, GE, IBM, JPM, CVX",10
2009-06-30,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, JPM","XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, JPM",10
2009-07-31,"XOM, MSFT, WMT, JNJ, PG, T, IBM, JPM, AAPL, GE","XOM, MSFT, WMT, JNJ, PG, T, IBM, JPM, AAPL, GE",10
2009-08-31,"XOM, MSFT, WMT, JPM, JNJ, PG, IBM, T, BAC, AAPL","XOM, MSFT, WMT, JPM, JNJ, PG, IBM, T, BAC, AAPL",10
2009-09-30,"XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, IBM","XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, IBM",10
2009-10-31,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JPM, JNJ, IBM, CVX","XOM, MSFT, WMT, GOOGL, AAPL, PG, JPM, JNJ, IBM, CVX",10
2009-11-30,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, JPM, IBM","XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, JPM, IBM",10
2009-12-31,"XOM, MSFT, WMT, GOOGL, AAPL, JNJ, PG, IBM, T, JPM","XOM, MSFT, WMT, GOOGL, AAPL, JNJ, PG, IBM, T, JPM",10
2010-01-31,"XOM, MSFT, WMT, PG, AAPL, JNJ, GE, GOOGL, IBM, JPM","XOM, MSFT, WMT, PG, AAPL, JNJ, GE, GOOGL, IBM, JPM",10
2010-02-28,"XOM, MSFT, WMT, BRK-B, AAPL, PG, JNJ, GE, GOOGL, BAC","XOM, MSFT, WMT, BRK-B, AAPL, PG, JNJ, GE, GOOGL, BAC",10
2010-03-31,"XOM, MSFT, AAPL, WMT, BRK-B, GE, PG, GOOGL, JNJ, BAC","XOM, MSFT, AAPL, WMT, BRK-B, GE, PG, GOOGL, JNJ, BAC",10
2010-04-30,"XOM, MSFT, AAPL, GE, WMT, BRK-B, PG, BAC, JNJ, WFC","XOM, MSFT, AAPL, GE, WMT, BRK-B, PG, BAC, JNJ, WFC",10
2010-05-31,"XOM, AAPL, MSFT, WMT, PG, GE, BRK-B, JNJ, IBM, BAC","XOM, AAPL, MSFT, WMT, PG, GE, BRK-B, JNJ, IBM, BAC",10
2010-06-30,"XOM, AAPL, MSFT, BRK-B, WMT, PG, JNJ, IBM, GE, JPM","XOM, AAPL, MSFT, BRK-B, WMT, PG, JNJ, IBM, GE, JPM",10
2010-07-31,"XOM, AAPL, MSFT, BRK-B, WMT, PG, GE, IBM, JPM, JNJ","XOM, AAPL, MSFT, BRK-B, WMT, PG, GE, IBM, JPM, JNJ",10
2010-08-31,"XOM, AAPL, MSFT, BRK-B, WMT, PG, T, JNJ, IBM, GE","XOM, AAPL, MSFT, BRK-B, WMT, PG, T, JNJ, IBM, GE",10
2010-09-30,"XOM, AAPL, MSFT, BRK-B, WMT, GE, JNJ, T, PG, GOOGL","XOM, AAPL, MSFT, BRK-B, WMT, GE, JNJ, T, PG, GOOGL",10
2010-10-31,"XOM, AAPL, MSFT, WMT, BRK-B, GOOGL, IBM, PG, JNJ, GE","XOM, AAPL, MSFT, WMT, BRK-B, GOOGL, IBM, PG, JNJ, GE",10
2010-11-30,"XOM, AAPL, MSFT, BRK-B, WMT, GOOGL, IBM, PG, JNJ, GE","XOM, AAPL, MSFT, BRK-B, WMT, GOOGL, IBM, PG, JNJ, GE",10
2010-12-31,"XOM, AAPL, MSFT, BRK-B, GE, WMT, GOOGL, CVX, IBM, PG","XOM, AAPL, MSFT, BRK-B, GE, WMT, GOOGL, CVX, IBM, PG",10
2011-01-31,"XOM, AAPL, MSFT, GE, BRK-B, IBM, WMT, GOOGL, CVX, JPM","XOM, AAPL, MSFT, GE, BRK-B, IBM, WMT, GOOGL, CVX, JPM",10
2011-02-28,"XOM, AAPL, MSFT, GE, BRK-B, CVX, IBM, GOOGL, JPM, WMT","XOM, AAPL, MSFT, GE, BRK-B, CVX, IBM, GOOGL, JPM, WMT",10
2011-03-31,"XOM, AAPL, CVX, MSFT, GE, BRK-B, IBM, GOOGL, JPM, WMT","XOM, AAPL, CVX, MSFT, GE, BRK-B, IBM, GOOGL, JPM, WMT",10
2011-04-30,"XOM, AAPL, CVX, MSFT, GE, IBM, BRK-B, WMT, T, JPM","XOM, AAPL, CVX, MSFT, GE, IBM, BRK-B, WMT, T, JPM",10
2011-05-31,"XOM, AAPL, MSFT, CVX, GE, IBM, BRK-B, WMT, PG, T","XOM, AAPL, MSFT, CVX, GE, IBM, BRK-B, WMT, PG, T",10
2011-06-30,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, T, WMT, JNJ","XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, T, WMT, JNJ",10
2011-07-31,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ","XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ",10
2011-08-31,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, GOOGL","XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, GOOGL",10
2011-09-30,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, T","AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, T",10
2011-10-31,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, GE, PG","AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, GE, PG",10
2011-11-30,"XOM, AAPL, IBM, MSFT, CVX, WMT, BRK-B, GOOGL, PG, JNJ","XOM, AAPL, IBM, MSFT, CVX, WMT, BRK-B, GOOGL, PG, JNJ",10
2011-12-31,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, BRK-B, GE, PG","XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, BRK-B, GE, PG",10
2012-01-31,"AAPL, XOM, MSFT, IBM, WMT, CVX, GE, BRK-B, GOOGL, JNJ","AAPL, XOM, MSFT, IBM, WMT, CVX, GE, BRK-B, GOOGL, JNJ",10
2012-02-29,"AAPL, XOM, MSFT, IBM, CVX, WMT, GE, GOOGL, BRK-B, PG","AAPL, XOM, MSFT, IBM, CVX, WMT, GE, GOOGL, BRK-B, PG",10
2012-03-31,"AAPL, XOM, MSFT, IBM, GE, CVX, GOOGL, WMT, BRK-B, T","AAPL, XOM, MSFT, IBM, GE, CVX, GOOGL, WMT, BRK-B, T",10
2012-04-30,"AAPL, XOM, MSFT, IBM, CVX, GE, WMT, BRK-B, GOOGL, T","AAPL, XOM, MSFT, IBM, CVX, GE, WMT, BRK-B, GOOGL, T",10
2012-05-31,"AAPL, XOM, MSFT, WMT, IBM, GE, T, BRK-B, CVX, GOOGL","AAPL, XOM, MSFT, WMT, IBM, GE, T, BRK-B, CVX, GOOGL",10
2012-06-30,"AAPL, XOM, MSFT, WMT, IBM, GE, T, CVX, BRK-B, GOOGL","AAPL, XOM, MSFT, WMT, IBM, GE, T, CVX, BRK-B, GOOGL",10
2012-07-31,"AAPL, XOM, WMT, MSFT, IBM, GE, T, CVX, BRK-B, GOOGL","AAPL, XOM, WMT, MSFT, IBM, GE, T, CVX, BRK-B, GOOGL",10
2012-08-31,"AAPL, XOM, MSFT, WMT, GOOGL, IBM, CVX, GE, T, BRK-B","AAPL, XOM, MSFT, WMT, GOOGL, IBM, CVX, GE, T, BRK-B",10
2012-09-30,"AAPL, XOM, MSFT, WMT, GOOGL, GE, IBM, CVX, BRK-B, T","AAPL, XOM, MSFT, WMT, GOOGL, GE, IBM, CVX, BRK-B, T",10
2012-10-31,"AAPL, XOM, WMT, MSFT, GOOGL, GE, IBM, CVX, BRK-B, T","AAPL, XOM, WMT, MSFT, GOOGL, GE, IBM, CVX, BRK-B, T",10
2012-11-30,"AAPL, XOM, WMT, GOOGL, MSFT, GE, BRK-B, IBM, CVX, T","AAPL, XOM, WMT, GOOGL, MSFT, GE, BRK-B, IBM, CVX, T",10
2012-12-31,"AAPL, XOM, GOOGL, WMT, MSFT, BRK-B, GE, IBM, CVX, JNJ","AAPL, XOM, GOOGL, WMT, MSFT, BRK-B, GE, IBM, CVX, JNJ",10
2013-01-31,"AAPL, XOM, GOOGL, BRK-B, WMT, GE, MSFT, IBM, CVX, PG","AAPL, XOM, GOOGL, BRK-B, WMT, GE, MSFT, IBM, CVX, PG",10
2013-02-28,"AAPL, XOM, GOOGL, BRK-B, GE, WMT, MSFT, CVX, IBM, JNJ","AAPL, XOM, GOOGL, BRK-B, GE, WMT, MSFT, CVX, IBM, JNJ",10
2013-03-31,"AAPL, XOM, GOOGL, BRK-B, WMT, GE, MSFT, IBM, CVX, JNJ","AAPL, XOM, GOOGL, BRK-B, WMT, GE, MSFT, IBM, CVX, JNJ",10
2013-04-30,"AAPL, XOM, MSFT, GOOGL, BRK-B, WMT, JNJ, CVX, GE, IBM","AAPL, XOM, MSFT, GOOGL, BRK-B, WMT, JNJ, CVX, GE, IBM",10
2013-05-31,"AAPL, XOM, MSFT, GOOGL, BRK-B, WMT, GE, CVX, JNJ, IBM","AAPL, XOM, MSFT, GOOGL, BRK-B, WMT, GE, CVX, JNJ, IBM",10
2013-06-30,"XOM, AAPL, GOOGL, MSFT, BRK-B, WMT, JNJ, GE, CVX, WFC","XOM, AAPL, GOOGL, MSFT, BRK-B, WMT, JNJ, GE, CVX, WFC",10
2013-07-31,"XOM, AAPL, GOOGL, BRK-B, MSFT, JNJ, WMT, GE, CVX, WFC","XOM, AAPL, GOOGL, BRK-B, MSFT, JNJ, WMT, GE, CVX, WFC",10
2013-08-31,"AAPL, XOM, GOOGL, MSFT, BRK-B, JNJ, WMT, GE, CVX, WFC","AAPL, XOM, GOOGL, MSFT, BRK-B, JNJ, WMT, GE, CVX, WFC",10
2013-09-30,"AAPL, XOM, GOOGL, BRK-B, MSFT, JNJ, GE, WMT, CVX, WFC","AAPL, XOM, GOOGL, BRK-B, MSFT, JNJ, GE, WMT, CVX, WFC",10
2013-10-31,"AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, CVX, WFC","AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, CVX, WFC",10
2013-11-30,"AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, CVX, WFC","AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, CVX, WFC",10
2013-12-31,"AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, CVX, WFC","AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, CVX, WFC",10
2014-01-31,"AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, WFC, CVX","AAPL, XOM, GOOGL, MSFT, BRK-B, GE, JNJ, WMT, WFC, CVX",10
2014-02-28,"AAPL, XOM, GOOGL, MSFT, BRK-B, JNJ, GE, WFC, WMT, CVX","AAPL, XOM, GOOGL, MSFT, BRK-B, JNJ, GE, WFC, WMT, CVX",10
2014-03-31,"AAPL, XOM, GOOGL, MSFT, BRK-B, JNJ, WFC, GE, WMT, JPM","AAPL, XOM, GOOGL, MSFT, BRK-B, JNJ, WFC, GE, WMT, JPM",10
2014-04-30,"AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, GE, WFC, WMT","AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, GE, WFC, WMT",10
2014-05-31,"AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, GE, WFC, WMT","AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, GE, WFC, WMT",10
2014-06-30,"AAPL, XOM, GOOGL, GOOG, MSFT, BRK-B, JNJ, WFC, GE, CVX","AAPL, XOM, GOOGL, GOOG, MSFT, BRK-B, JNJ, WFC, GE, CVX",10
2014-07-31,"AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, WFC, GE, CVX","AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, WFC, GE, CVX",10
2014-08-31,"AAPL, XOM, GOOGL, GOOG, MSFT, BRK-B, JNJ, WFC, GE, CVX","AAPL, XOM, GOOGL, GOOG, MSFT, BRK-B, JNJ, WFC, GE, CVX",10
2014-09-30,"AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, WFC, GE, WMT","AAPL, XOM, GOOG, GOOGL, MSFT, BRK-B, JNJ, WFC, GE, WMT",10
2014-10-31,"AAPL, XOM, MSFT, GOOGL, GOOG, BRK-B, JNJ, WFC, GE, WMT","AAPL, XOM, MSFT, GOOGL, GOOG, BRK-B, JNJ, WFC, GE, WMT",10
2014-11-30,"AAPL, MSFT, XOM, GOOG, GOOGL, BRK-B, JNJ, WFC, WMT, GE","AAPL, MSFT, XOM, GOOG, GOOGL, BRK-B, JNJ, WFC, WMT, GE",10
2014-12-31,"AAPL, XOM, MSFT, BRK-B, GOOGL, GOOG, JNJ, WFC, WMT, GE","AAPL, XOM, MSFT, BRK-B, GOOGL, GOOG, JNJ, WFC, WMT, GE",10
2015-01-31,"AAPL, XOM, GOOG, GOOGL, BRK-B, MSFT, JNJ, WMT, WFC, GE","AAPL, XOM, GOOG, GOOGL, BRK-B, MSFT, JNJ, WMT, WFC, GE",10
2015-02-28,"AAPL, GOOGL, GOOG, XOM, BRK-B, MSFT, JNJ, WFC, WMT, GE","AAPL, GOOGL, GOOG, XOM, BRK-B, MSFT, JNJ, WFC, WMT, GE",10
2015-03-31,"AAPL, GOOG, GOOGL, BRK-B, XOM, MSFT, WFC, JNJ, WMT, GE","AAPL, GOOG, GOOGL, BRK-B, XOM, MSFT, WFC, JNJ, WMT, GE",10
2015-04-30,"AAPL, MSFT, GOOGL, GOOG, XOM, BRK-B, WFC, JNJ, GE, WMT","AAPL, MSFT, GOOGL, GOOG, XOM, BRK-B, WFC, JNJ, GE, WMT",10
2015-05-31,"AAPL, MSFT, GOOGL, GOOG, XOM, BRK-B, WFC, JNJ, GE, JPM","AAPL, MSFT, GOOGL, GOOG, XOM, BRK-B, WFC, JNJ, GE, JPM",10
2015-06-30,"AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, WFC, JNJ, GE, JPM","AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, WFC, JNJ, GE, JPM",10
2015-07-31,"AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, WFC, JNJ, META, GE","AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, WFC, JNJ, META, GE",10
2015-08-31,"AAPL, GOOG, GOOGL, MSFT, BRK-B, XOM, WFC, JNJ, META, GE","AAPL, GOOG, GOOGL, MSFT, BRK-B, XOM, WFC, JNJ, META, GE",10
2015-09-30,"AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, WFC, JNJ, GE, META","AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, WFC, JNJ, GE, META",10
2015-10-31,"AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, AMZN, GE, META, JNJ","AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, AMZN, GE, META, JNJ",10
2015-11-30,"AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, AMZN, GE, META, WFC","AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, AMZN, GE, META, WFC",10
2015-12-31,"AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, AMZN, GE, META, JNJ","AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, AMZN, GE, META, JNJ",10
2016-01-31,"AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, META, GE, JNJ, AMZN","AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, META, GE, JNJ, AMZN",10
2016-02-29,"AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, META, JNJ, GE, AMZN","AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, META, JNJ, GE, AMZN",10
2016-03-31,"AAPL, GOOG, GOOGL, MSFT, BRK-B, XOM, META, JNJ, GE, AMZN","AAPL, GOOG, GOOGL, MSFT, BRK-B, XOM, META, JNJ, GE, AMZN",10
2016-04-30,"AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, META, AMZN, JNJ, GE","AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, META, AMZN, JNJ, GE",10
2016-05-31,"AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, AMZN, META, JNJ, GE","AAPL, GOOGL, GOOG, MSFT, XOM, BRK-B, AMZN, META, JNJ, GE",10
2016-06-30,"AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, AMZN, JNJ, META, GE","AAPL, GOOG, GOOGL, MSFT, XOM, BRK-B, AMZN, JNJ, META, GE",10
2016-07-31,"AAPL, GOOGL, GOOG, MSFT, XOM, AMZN, META, BRK-B, JNJ, GE","AAPL, GOOGL, GOOG, MSFT, XOM, AMZN, META, BRK-B, JNJ, GE",10
2016-08-31,"AAPL, GOOGL, GOOG, MSFT, BRK-B, AMZN, META, XOM, JNJ, GE","AAPL, GOOGL, GOOG, MSFT, BRK-B, AMZN, META, XOM, JNJ, GE",10
2016-09-30,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, XOM, BRK-B, JNJ, GE","AAPL, GOOGL, GOOG, MSFT, AMZN, META, XOM, BRK-B, JNJ, GE",10
2016-10-31,"AAPL, GOOG, GOOGL, MSFT, META, AMZN, BRK-B, XOM, JNJ, GE","AAPL, GOOG, GOOGL, MSFT, META, AMZN, BRK-B, XOM, JNJ, GE",10
2016-11-30,"AAPL, GOOG, GOOGL, MSFT, BRK-B, XOM, AMZN, META, JNJ, JPM","AAPL, GOOG, GOOGL, MSFT, BRK-B, XOM, AMZN, META, JNJ, JPM",10
2016-12-31,"AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, AMZN, META, JNJ, JPM","AAPL, GOOGL, GOOG, MSFT, BRK-B, XOM, AMZN, META, JNJ, JPM",10
2017-01-31,"AAPL, GOOG, GOOGL, MSFT, BRK-B, AMZN, META, XOM, JNJ, JPM","AAPL, GOOG, GOOGL, MSFT, BRK-B, AMZN, META, XOM, JNJ, JPM",10
2017-02-28,"AAPL, GOOG, GOOGL, MSFT, BRK-B, AMZN, META, XOM, JNJ, JPM","AAPL, GOOG, GOOGL, MSFT, BRK-B, AMZN, META, XOM, JNJ, JPM",10
2017-03-31,"AAPL, GOOGL, GOOG, MSFT, AMZN, BRK-B, META, XOM, JNJ, JPM","AAPL, GOOGL, GOOG, MSFT, AMZN, BRK-B, META, XOM, JNJ, JPM",10
2017-04-30,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, XOM, JNJ, JPM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, XOM, JNJ, JPM",10
2017-05-31,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, XOM, JPM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, XOM, JPM",10
2017-06-30,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, XOM, JPM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, XOM, JPM",10
2017-07-31,"AAPL, GOOG, GOOGL, MSFT, META, AMZN, BRK-B, JNJ, XOM, JPM","AAPL, GOOG, GOOGL, MSFT, META, AMZN, BRK-B, JNJ, XOM, JPM",10
2017-08-31,"AAPL, GOOGL, GOOG, MSFT, META, AMZN, BRK-B, JNJ, XOM, JPM","AAPL, GOOGL, GOOG, MSFT, META, AMZN, BRK-B, JNJ, XOM, JPM",10
2017-09-30,"AAPL, GOOGL, GOOG, MSFT, META, AMZN, BRK-B, JNJ, XOM, JPM","AAPL, GOOGL, GOOG, MSFT, META, AMZN, BRK-B, JNJ, XOM, JPM",10
2017-10-31,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, XOM, JPM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, XOM, JPM",10
2017-11-30,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, JPM, XOM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, JPM, XOM",10
2017-12-31,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, JPM, XOM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JNJ, JPM, XOM",10
2018-01-31,"AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JPM, JNJ, XOM","AAPL, GOOGL, GOOG, MSFT, AMZN, META, BRK-B, JPM, JNJ, XOM",10
2018-02-28,"AAPL, GOOGL, GOOG, AMZN, MSFT, META, BRK-B, JPM, JNJ, BAC","AAPL, GOOGL, GOOG, AMZN, MSFT, META, BRK-B, JPM, JNJ, BAC",10
2018-03-31,"AAPL, GOOG, GOOGL, MSFT, AMZN, BRK-B, META, JPM, JNJ, XOM","AAPL, GOOG, GOOGL, MSFT, AMZN, BRK-B, META, JPM, JNJ, XOM",10
2018-04-30,"AAPL, AMZN, MSFT, GOOG, GOOGL, META, BRK-B, JPM, JNJ, XOM","AAPL, AMZN, MSFT, GOOG, GOOGL, META, BRK-B, JPM, JNJ, XOM",10
2018-05-31,"AAPL, AMZN, MSFT, GOOGL, GOOG, META, BRK-B, JPM, XOM, JNJ","AAPL, AMZN, MSFT, GOOGL, GOOG, META, BRK-B, JPM, XOM, JNJ",10
2018-06-30,"AAPL, AMZN, GOOGL, GOOG, MSFT, META, BRK-B, JPM, XOM, JNJ","AAPL, AMZN, GOOGL, GOOG, MSFT, META, BRK-B, JPM, XOM, JNJ",10
2018-07-31,"AAPL, AMZN, GOOGL, GOOG, MSFT, META, BRK-B, JPM, JNJ, XOM","AAPL, AMZN, GOOGL, GOOG, MSFT, META, BRK-B, JPM, JNJ, XOM",10
2018-08-31,"AAPL, AMZN, MSFT, GOOGL, GOOG, BRK-B, META, JPM, JNJ, XOM","AAPL, AMZN, MSFT, GOOGL, GOOG, BRK-B, META, JPM, JNJ, XOM",10
2018-09-30,"AAPL, AMZN, MSFT, GOOG, GOOGL, BRK-B, META, JPM, JNJ, XOM","AAPL, AMZN, MSFT, GOOG, GOOGL, BRK-B, META, JPM, JNJ, XOM",10
2018-10-31,"AAPL, MSFT, AMZN, GOOGL, GOOG, BRK-B, META, JNJ, JPM, XOM","AAPL, MSFT, AMZN, GOOGL, GOOG, BRK-B, META, JNJ, JPM, XOM",10
2018-11-30,"MSFT, AAPL, AMZN, GOOG, GOOGL, BRK-B, META, JNJ, JPM, XOM","MSFT, AAPL, AMZN, GOOG, GOOGL, BRK-B, META, JNJ, JPM, XOM",10
2018-12-31,"MSFT, AAPL, AMZN, GOOG, GOOGL, BRK-B, META, JNJ, JPM, V","MSFT, AAPL, AMZN, GOOG, GOOGL, BRK-B, META, JNJ, JPM, V",10
2019-01-31,"AMZN, MSFT, AAPL, GOOG, GOOGL, BRK-B, META, JNJ, JPM, XOM","AMZN, MSFT, AAPL, GOOG, GOOGL, BRK-B, META, JNJ, JPM, XOM",10
2019-02-28,"MSFT, AAPL, AMZN, GOOGL, GOOG, BRK-B, META, JNJ, JPM, XOM","MSFT, AAPL, AMZN, GOOGL, GOOG, BRK-B, META, JNJ, JPM, XOM",10
2019-03-31,"MSFT, AAPL, AMZN, GOOGL, GOOG, BRK-B, META, JNJ, V, XOM","MSFT, AAPL, AMZN, GOOGL, GOOG, BRK-B, META, JNJ, V, XOM",10
2019-04-30,"MSFT, AMZN, AAPL, GOOGL, GOOG, META, BRK-B, JPM, JNJ, V","MSFT, AMZN, AAPL, GOOGL, GOOG, META, BRK-B, JPM, JNJ, V",10
2019-05-31,"MSFT, AMZN, AAPL, GOOG, GOOGL, META, BRK-B, V, JNJ, JPM","MSFT, AMZN, AAPL, GOOG, GOOGL, META, BRK-B, V, JNJ, JPM",10
2019-06-30,"MSFT, AMZN, AAPL, GOOGL, GOOG, META, BRK-B, V, JNJ, JPM","MSFT, AMZN, AAPL, GOOGL, GOOG, META, BRK-B, V, JNJ, JPM",10
2019-07-31,"MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JPM, JNJ","MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JPM, JNJ",10
2019-08-31,"MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JPM, JNJ","MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JPM, JNJ",10
2019-09-30,"MSFT, AAPL, AMZN, GOOG, GOOGL, BRK-B, META, V, JPM, JNJ","MSFT, AAPL, AMZN, GOOG, GOOGL, BRK-B, META, V, JPM, JNJ",10
2019-10-31,"AAPL, MSFT, AMZN, GOOG, GOOGL, META, BRK-B, JPM, V, JNJ","AAPL, MSFT, AMZN, GOOG, GOOGL, META, BRK-B, JPM, V, JNJ",10
2019-11-30,"AAPL, MSFT, GOOGL, GOOG, AMZN, META, BRK-B, JPM, V, JNJ","AAPL, MSFT, GOOGL, GOOG, AMZN, META, BRK-B, JPM, V, JNJ",10
2019-12-31,"AAPL, MSFT, GOOG, GOOGL, AMZN, META, BRK-B, JPM, V, JNJ","AAPL, MSFT, GOOG, GOOGL, AMZN, META, BRK-B, JPM, V, JNJ",10
2020-01-31,"AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, V, JPM, JNJ","AAPL, MSFT, AMZN, GOOGL, GOOG, META, BRK-B, V, JPM, JNJ",10
2020-02-29,"MSFT, AAPL, AMZN, GOOGL, GOOG, META, BRK-B, V, JPM, JNJ","MSFT, AAPL, AMZN, GOOGL, GOOG, META, BRK-B, V, JPM, JNJ",10
2020-03-31,"MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JNJ, WMT","MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JNJ, WMT",10
2020-04-30,"MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, JNJ, V, WMT","MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, JNJ, V, WMT",10
2020-05-31,"MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JNJ, WMT","MSFT, AAPL, AMZN, GOOG, GOOGL, META, BRK-B, V, JNJ, WMT",10
